questionID,examID,course,exam_type,creation_dt_time,creation_hr,creation_dt,correct,marked,q_ordinal,difficulty,nth_exam,nth_e_or_q,weekday,minutes_used,subcat1,subcat2,subcat3,cat1,cat2,cat3,approx_remaining_time,EL_begin,EL_change,EL_end,hrs_since_previous_e,hist_cat_n,hist_subcat_diff,hist_subcat_diff_correct,hist_tot_time_correct,hist_total_time_e,hist_total_time_q,hist_greater_diff_time_correct,hist_greater_diff,hist_net_diff,hist_n_marked,hist_marked_incorrect,hist_repeat_question,hist_net_rel_diff
2016-09-01 19:14:45.5970000 +00:0088824.63,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,FALSE,FALSE,2,4.63,7,10,Thursday,14.8,moments,moments,moments,univariate probability distributions,univariate probability distributions,univariate probability distributions,8.883333333333354,3,3.18,6.18,99.16036111109787,405,259.74,154.53,94.05,300.6,0,65.7,856.44,49.31999999999999,0,63,0,0.18988218988218986
2016-09-01 19:14:45.5970000 +00:0053316.67,P2016-09-01 15:14:45,P,q,2016-09-01T19:14:45Z,15.233333333333333,2016-09-01,TRUE,FALSE,1,6.67,7,10,Thursday,8.883333333333333,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,0,3,3.18,6.18,99.16036111109787,477,570.69,294.66,242.7,559.05,0,114,809.73,18.62999999999999,9,27,0,0.03264469326604634
2016-09-03 16:20:25.7070000 +00:00226307.5,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,30,7.5,8,11,Saturday,3.7666666666666666,order statistics,order statistics,order statistics,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,175.45,6.18,0.56,6.74,99.16036111109787,540,244.35000000000002,244.35000000000002,159.75,159.75,0,27.6,695.79,244.35000000000002,0,27,0,1
2016-09-03 16:20:25.7070000 +00:00196293.92,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,29,3.92,8,11,Saturday,3.2666666666666666,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,172.18333333333334,6.18,0.56,6.74,99.16036111109787,540,964.44,475.92,338.09999999999997,1072.8,159,338.09999999999997,1788.84,-12.599999999999994,9,27,0,-0.013064576334453147
2016-09-03 16:20:25.7070000 +00:00275287.14,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,28,7.14,8,11,Saturday,4.583333333333333,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,167.6,6.18,0.56,6.74,99.16036111109787,540,722.34,446.31,242.7,559.05,287.4,89.85,828.63,170.27999999999997,9,27,0,0.23573386493894838
2016-09-03 16:20:25.7070000 +00:00193274.48,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,27,4.48,8,11,Saturday,3.216666666666667,other,continuous distributions: normal,continuous distributions: normal,univariate probability distributions,univariate probability distributions,univariate probability distributions,164.38333333333333,6.18,0.56,6.74,99.16036111109787,477,128.61,128.61,188.4,188.4,0,132.3,1093.05,128.61,0,63,0,1
2016-09-03 16:20:25.7070000 +00:00218268.05,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,26,8.05,8,11,Saturday,3.6333333333333333,other,percentiles,percentiles,other,percentiles,percentiles,160.75,6.18,0.56,6.74,99.16036111109787,18,83.16,83.16,118.8,118.8,0,0,0,83.16,9,0,0,1
2016-09-03 16:20:25.7070000 +00:00264257.32,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,25,7.32,8,11,Saturday,4.4,normal approximation,normal approximation,normal approximation,univariate probability distributions,univariate probability distributions,univariate probability distributions,156.35,6.18,0.56,6.74,99.16036111109787,477,499.5,297.45,327.15,415.05,0,48,150.57,95.4,18,63,9,0.190990990990991
2016-09-03 16:20:25.7070000 +00:00230245.09,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,24,5.09,8,11,Saturday,3.8333333333333335,other,policy limit,policy limit,insurance and risk management,insurance and risk management,insurance and risk management,152.51666666666668,6.18,0.56,6.74,99.16036111109787,306,348.75,187.29,123.9,193.2,179.4,29.1,647.46,25.830000000000002,0,18,9,0.07406451612903227
2016-09-03 16:20:25.7070000 +00:0023234.66,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,23,4.66,8,11,Saturday,0.38333333333333336,other,basic probability concepts,basic probability concepts,general probability,general probability,general probability,152.13333333333333,6.18,0.56,6.74,99.16036111109787,324,253.71,124.38,119.1,233.25,70.05,36.599999999999994,633.96,-4.950000000000006,0,36,9,-0.019510464703795697
2016-09-03 16:20:25.7070000 +00:00328228.05,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,22,8.05,8,11,Saturday,5.466666666666667,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,146.66666666666669,6.18,0.56,6.74,99.16036111109787,540,964.44,475.92,338.09999999999997,1072.8,159,103.35,627.57,-12.599999999999994,9,27,0,-0.013064576334453147
2016-09-03 16:20:25.7070000 +00:00165215.2,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,21,5.2,8,11,Saturday,2.75,other,continuous distributions: exponential,continuous distributions: exponential,univariate probability distributions,univariate probability distributions,univariate probability distributions,143.91666666666669,6.18,0.56,6.74,99.16036111109787,477,181.62,37.800000000000004,101.1,174.45,36.9,0,711.09,-106.02,9,63,0,-0.5837462834489593
2016-09-03 16:20:25.7070000 +00:001582010.29,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,20,10.29,8,11,Saturday,2.6333333333333333,other,bayes theorem,bayes theorem,general probability,general probability,general probability,141.28333333333333,6.18,0.56,6.74,99.16036111109787,324,292.14,191.60999999999999,259.34999999999997,259.34999999999997,223.35,0,0,91.08,9,36,9,0.31176833025261863
2016-09-03 16:20:25.7070000 +00:00330195.13,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,19,5.13,8,11,Saturday,5.5,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,135.78333333333333,6.18,0.56,6.74,99.16036111109787,306,1293.93,611.19,409.2,1041.9,803.4,347.4,647.46,-71.55,18,18,9,-0.05529665437852124
2016-09-03 16:20:25.7070000 +00:00678185.76,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,18,5.76,8,11,Saturday,11.3,other,percentiles,percentiles,other,percentiles,percentiles,124.48333333333333,6.18,0.56,6.74,99.16036111109787,18,83.16,83.16,118.8,118.8,0,102.60000000000001,59.04,83.16,9,0,0,1
2016-09-03 16:20:25.7070000 +00:001091178.62,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,17,8.62,8,11,Saturday,18.183333333333334,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,106.3,6.18,0.56,6.74,99.16036111109787,540,964.44,475.92,338.09999999999997,1072.8,159,0,254.43,-12.599999999999994,9,27,0,-0.013064576334453147
2016-09-03 16:20:25.7070000 +00:00108165.65,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,16,5.65,8,11,Saturday,1.8,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,104.5,6.18,0.56,6.74,99.16036111109787,324,489.96,293.58,168.29999999999998,211.04999999999998,549.15,129.9,444.96,97.2,0,36,9,0.19838354151359297
2016-09-03 16:20:25.7070000 +00:00272155.05,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,15,5.05,8,11,Saturday,4.533333333333333,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,99.96666666666667,6.18,0.56,6.74,99.16036111109787,306,1293.93,611.19,409.2,1041.9,803.4,349.2,693.09,-71.55,18,18,9,-0.05529665437852124
2016-09-03 16:20:25.7070000 +00:00387145.7,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,14,5.7,8,11,Saturday,6.45,other,percentiles,percentiles,other,percentiles,percentiles,93.51666666666667,6.18,0.56,6.74,99.16036111109787,18,83.16,83.16,118.8,118.8,0,102.60000000000001,59.04,83.16,9,0,0,1
2016-09-03 16:20:25.7070000 +00:0075136.31,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,13,6.31,8,11,Saturday,1.25,order statistics,order statistics,order statistics,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,92.26666666666667,6.18,0.56,6.74,99.16036111109787,540,244.35000000000002,244.35000000000002,159.75,159.75,0,75.15,1188.45,244.35000000000002,0,27,0,1
2016-09-03 16:20:25.7070000 +00:00421126.95,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,12,6.95,8,11,Saturday,7.016666666666667,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,85.25,6.18,0.56,6.74,99.16036111109787,306,1293.93,611.19,409.2,1041.9,803.4,65.25,160.38,-71.55,18,18,9,-0.05529665437852124
2016-09-03 16:20:25.7070000 +00:001162117.82,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,TRUE,11,7.82,8,11,Saturday,19.366666666666667,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,65.88333333333334,6.18,0.56,6.74,99.16036111109787,324,895.23,258.21,74.1,637.1999999999999,507.3,52.199999999999996,256.95,-378.81,36,36,0,-0.4231426560772092
2016-09-03 16:20:25.7070000 +00:00264103.56,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,10,3.56,8,11,Saturday,4.4,other,continuous distributions: normal,continuous distributions: normal,univariate probability distributions,univariate probability distributions,univariate probability distributions,61.483333333333334,6.18,0.56,6.74,99.16036111109787,477,128.61,128.61,188.4,188.4,0,188.4,1345.86,128.61,0,63,0,1
2016-09-03 16:20:25.7070000 +00:0044594.04,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,9,4.04,8,11,Saturday,7.416666666666667,covariance and coefficient of correlation,covariance and coefficient of correlation,covariance and coefficient of correlation,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,54.06666666666666,6.18,0.56,6.74,99.16036111109787,540,316.35,159.21,40.2,263.85,75.30000000000001,1.3499999999999999,1788.84,2.069999999999996,0,27,0,0.006543385490753898
2016-09-03 16:20:25.7070000 +00:0068485.78,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,TRUE,8,5.78,8,11,Saturday,11.4,other,multivariate distributions: bivariate uniform,multivariate distributions: bivariate uniform,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,42.66666666666666,6.18,0.56,6.74,99.16036111109787,540,286.65,218.34,284.25,393.3,0,117.00000000000001,1352.97,150.03,0,27,0,0.5233908948194663
2016-09-03 16:20:25.7070000 +00:0012374.77,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,7,4.77,8,11,Saturday,2.05,other,discrete distributions: bernoulli and binomial,discrete distributions: bernoulli and binomial,univariate probability distributions,univariate probability distributions,univariate probability distributions,40.616666666666674,6.18,0.56,6.74,99.16036111109787,477,108.99,0,0,127.05,0,0,842.67,-108.99,9,63,0,-1
2016-09-03 16:20:25.7070000 +00:0036065,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,6,5,8,11,Saturday,6,other,discrete distributions: negative binomial,discrete distributions: negative binomial,univariate probability distributions,univariate probability distributions,univariate probability distributions,34.616666666666674,6.18,0.56,6.74,99.16036111109787,477,0,0,0,0,0,0,756.45,0,0,63,0,0
2016-09-03 16:20:25.7070000 +00:007153.75,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,5,3.75,8,11,Saturday,1.1833333333333333,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,33.43333333333334,6.18,0.56,6.74,99.16036111109787,540,964.44,475.92,338.09999999999997,1072.8,159,338.09999999999997,1823.85,-12.599999999999994,9,27,0,-0.013064576334453147
2016-09-03 16:20:25.7070000 +00:00178410.94,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,4,10.94,8,11,Saturday,2.966666666666667,order statistics,order statistics,order statistics,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,30.46666666666667,6.18,0.56,6.74,99.16036111109787,540,244.35000000000002,244.35000000000002,159.75,159.75,0,0,0,244.35000000000002,0,27,0,1
2016-09-03 16:20:25.7070000 +00:0031636.49,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,3,6.49,8,11,Saturday,5.266666666666667,normal approximation,normal approximation,normal approximation,univariate probability distributions,univariate probability distributions,univariate probability distributions,25.19999999999999,6.18,0.56,6.74,99.16036111109787,477,499.5,297.45,327.15,415.05,0,174,336.87,95.4,18,63,0,0.190990990990991
2016-09-03 16:20:25.7070000 +00:0065824.13,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,TRUE,FALSE,2,4.13,8,11,Saturday,10.966666666666667,discrete distributions: poisson,discrete distributions: poisson,discrete distributions: poisson,univariate probability distributions,univariate probability distributions,univariate probability distributions,14.23333333333332,6.18,0.56,6.74,99.16036111109787,477,192.87,71.1,44.400000000000006,242.25,113.4,0,1246.05,-50.67,0,63,0,-0.26271581894540363
2016-09-03 16:20:25.7070000 +00:0085415.96,P2016-09-03 12:20:25,P,e,2016-09-03T16:20:25Z,12.333333333333334,2016-09-03,FALSE,FALSE,1,5.96,8,11,Saturday,14.233333333333333,other,multivariate distributions: bivariate uniform,multivariate distributions: bivariate uniform,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,0,6.18,0.56,6.74,99.16036111109787,540,286.65,218.34,284.25,393.3,0,117.00000000000001,1299.96,150.03,0,27,0,0.5233908948194663
2016-09-05 19:01:18.9970000 +00:00391306.41,P2016-09-05 15:01:18,P,e,2016-09-05T19:01:18Z,15.016666666666667,2016-09-05,FALSE,TRUE,30,6.41,9,12,Monday,6.516666666666667,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,173.08333333333331,6.18,0.56,6.74,50.68146944443385,639,786.6,510.57,283.95,600.3,287.4,155.25,1433.88,234.54,9,27,0,0.2981693363844393
2016-09-05 19:01:18.9970000 +00:00309294.24,P2016-09-05 15:01:18,P,e,2016-09-05T19:01:18Z,15.016666666666667,2016-09-05,TRUE,FALSE,29,4.24,9,12,Monday,5.15,other,continuous distributions: continuous uniform,continuous distributions: continuous uniform,univariate probability distributions,univariate probability distributions,univariate probability distributions,167.93333333333334,6.18,0.56,6.74,50.68146944443385,549,46.17,0,0,88.64999999999999,0,0,1431.54,-46.17,9,63,0,-1
2016-09-05 19:01:18.9970000 +00:00217285.46,P2016-09-05 15:01:18,P,e,2016-09-05T19:01:18Z,15.016666666666667,2016-09-05,TRUE,FALSE,28,5.46,9,12,Monday,3.6166666666666667,other,discrete distributions: negative binomial,discrete distributions: negative binomial,univariate probability distributions,univariate probability distributions,univariate probability distributions,164.31666666666666,6.18,0.56,6.74,50.68146944443385,549,45,45,54,54,0,0,835.38,45,0,63,0,1
